COMMUNE_NOM,ENFANT_SEXE,ENFANT_PRENOM,URL_IMAGE,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Antibes,M,Mohamed,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,5,0
Antibes,M,Ilyes,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Imran,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Léo,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Nathan,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Paul,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Tiago,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Antibes,M,Younès,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,4,0
Paris,M,Louis,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,245,0
Paris,M,Adam,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,250,0
Paris,F,Emma,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,178,0
Paris,M,Gabriel,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,357,0
Paris,F,Louise,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,217,0
Paris,F,Alma,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,207,0
Antibes,M,Elio,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,8
Antibes,M,Léo,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,7
Antibes,M,Gabriel,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,6
Antibes,F,Lina,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,5
Antibes,F,Alya,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,4
Antibes,F,Jennah,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,4
Antibes,F,Lou,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,4
Antibes,F,Sarah,https://publier.datasud.fr/media/logos/Logo_ville_dAntibes.jpg,0,0,0,0,0,0,0,0,0,0,4
Paris,M,Raphaël,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,250
Paris,F,Alma,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,211
Paris,M,Gabriel,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,332
Paris,M,Adam,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,254
Paris,F,Louise,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,210
Paris,F,Emma,https://b1425524.smushcdn.com/1425524/wp-content/uploads/Creation-logo-paris.png?lossy=1&strip=1&webp=1,0,0,0,0,0,0,0,0,0,0,152
