Nombre prénoms déclarés;Sexe;Annee;Prenoms;Nombre total cumule par annee
24;M;2014;Edouard;24
10;M;2020;Qassim;10
33;M;2015;Armand;33
54;F;2017;Elsa;54
13;M;2017;Titouan;13
15;M;2013;Florian;15
8;M;2017;Melvin;8
15;M;2014;Elio;15
10;F;2020;Aaliyah;10
20;F;2015;Axelle;20
22;F;2017;Emmy;22
6;F;2017;Vanessa;6
101;F;2013;Gabrielle;101
6;F;2017;Meriem;6
7;F;2014;Elissa;7
10;F;2020;Léane;10
7;F;2015;Bella;7
13;F;2017;Gabriela;13
102;F;2017;Victoire;102
5;M;2013;Iliane;5
7;M;2017;Miguel;7
16;M;2014;Florian;16
10;F;2020;Liyah;10
8;M;2015;Benoît;8
20;F;2017;Hannah;20
5;M;2017;Viggo;5
16;F;2013;Irène;16
112;F;2017;Mila;112
12;M;2014;Gaston;12
9;M;2020;Cheikh;9
6;M;2015;Boubou;6
9;F;2017;Hiba;9
5;M;2017;Wesley;5
11;M;2013;Jason;11
9;F;2017;Mya;9
12;F;2014;Ilyana;12
9;F;2020;Djeneba;9
26;F;2015;Claire;26
25;F;2017;Hortense;25
8;M;2017;Yohan;8
9;F;2013;Léane;9
33;M;2017;Omar;33
5;F;2014;Imene;5
9;F;2020;Kamila;9
15;M;2015;Colin;15
11;M;2017;Idris;11
5;M;2017;Yoni;5
12;M;2013;Leo;12
10;F;2017;Ophélie;10
6;F;2014;Jihane;6
9;F;2020;Layana;9
6;M;2015;Darius;6
5;F;2017;Ioana;5
9;M;2017;Youri;9
8;M;2013;Loan;8
6;F;2017;Ornella;6
40;M;2014;Joachim;40
8;M;2020;Jonathan;8
7;F;2015;Divine;7
5;F;2017;Isis;5
6;M;2017;Yvan;6
8;M;2013;Lubin;8
24;F;2017;Paloma;24
7;F;2014;Joana;7
8;M;2020;Sidy;8
6;M;2015;Éden;6
9;F;2017;Isra;9
8;F;2017;Zahra;8
22;M;2013;Luka;22
6;M;2017;Robinson;6
7;M;2014;Kenzy;7
7;M;2020;Demba;7
31;M;2015;Elie;31
11;M;2017;Issam;11
7;M;2017;Zayn;7
9;F;2013;Mahault;9
30;F;2017;Sixtine;30
16;M;2014;Kevin;16
7;M;2020;Eloi;7
12;F;2015;Elina;12
5;F;2017;Joanna;5
57;M;2018;Alexis;57
18;F;2013;Marion;18
11;M;2017;Sofiane;11
11;F;2014;Khadidja;11
7;M;2020;Melvil;7
11;F;2015;Elly;11
5;F;2017;Joey;5
7;M;2018;Alix;7
13;M;2013;Matias;13
49;M;2017;Solal;49
6;M;2014;Killian;6
7;F;2020;Eléanor;7
11;F;2015;Ethel;11
8;M;2017;Jonathan;8
9;M;2018;Aloïs;9
48;F;2013;Myriam;48
81;F;2017;Suzanne;81
12;M;2014;Lamine;12
7;F;2020;Eléna;7
5;F;2015;Eya;5
7;M;2017;Laszlo;7
14;M;2018;Aly;14
56;M;2013;Noam;56
30;M;2017;Théophile;30
7;F;2014;Leia;7
7;F;2020;Olympia;7
52;F;2015;Fatoumata;52
5;M;2017;Leny;5
10;F;2018;Alyssa;10
20;M;2013;Oumar;20
5;F;2017;Vivienne;5
51;M;2014;Léonard;51
7;F;2020;Suzie;7
21;M;2015;François;21
5;F;2017;Leonor;5
11;F;2018;Amandine;11
5;M;2013;Paul-Arthur;5
6;M;2017;Yaya;6
108;M;2014;Liam;108
6;M;2020;Maxim;6
24;M;2015;Grégoire;24
12;F;2017;Linda;12
84;M;2018;Amir;84
7;F;2013;Perrine;7
12;M;2017;Yossef;12
13;F;2014;Linda;13
6;F;2020;Alina;6
5;F;2015;Halima;5
104;F;2017;Lucie;104
12;F;2018;Anaé;12
51;M;2013;Ruben;51
33;M;2017;Younes;33
5;F;2014;Loïs;5
6;F;2020;Esma;6
5;F;2015;Iliana;5
16;F;2017;Maïmouna;16
23;F;2018;Andréa;37
120;M;2013;Simon;120
11;M;2017;Zachary;11
5;F;2014;Lyla;5
17;M;2015;Ismaïl;17
10;M;2017;Malone;10
5;F;2018;Artémis;5
8;F;2013;Soraya;8
7;M;2017;Zack;7
10;M;2014;Marlon;10
12;M;2015;Jason;12
32;F;2017;Maryam;32
5;F;2018;Ayana;5
56;F;2013;Suzanne;56
34;M;2017;Zakaria;34
5;F;2014;Marta;5
10;F;2015;Kadiatou;10
5;M;2012;Achraf;5
8;M;2017;Maxim;8
8;M;2018;Aydan;8
6;F;2013;Swann;17
7;M;2017;Zakariya;7
8;M;2014;Matéo;8
6;M;2015;Kenan;6
48;F;2012;Alicia;48
18;F;2017;Mélina;18
6;M;2018;Bradley;6
5;F;2013;Tesnime;5
103;F;2017;Zoé;103
33;M;2014;Mathias;33
5;M;2015;Kilian;5
5;F;2012;Alissa;5
10;F;2017;Miya;10
7;F;2018;Cecilia;7
6;M;2013;Théophane;6
10;M;2018;Abdoul;10
6;F;2014;Mayar;6
15;F;2015;Lilou;15
7;M;2012;Alix;7
6;M;2017;Morgan;6
5;M;2018;Chahine;5
28;M;2013;Théophile;28
8;F;2018;Aïssatou;8
5;F;2014;Melissa;5
24;F;2015;Livia;24
8;F;2012;Amalia;8
11;M;2017;Muhammad;11
19;F;2018;Dina;19
6;M;2013;Zadig;6
8;F;2018;Aliza;8
103;F;2014;Mila;103
10;F;2015;Lyne;10
6;M;2012;Amos;6
5;F;2017;Myrtille;5
9;M;2018;Dorian;9
5;F;2013;Zineb;5
10;M;2018;Ayman;10
8;M;2014;Mohamed-Amine;8
16;M;2015;Malik;16
27;F;2012;Ana;27
9;M;2017;Naïl;9
9;F;2018;Eléanore;9
6;M;2013;Zinedine;6
22;F;2018;Bintou;22
10;M;2014;Morgan;10
32;M;2015;Malo;32
24;M;2012;Anas;24
22;M;2017;Ousmane;22
16;M;2018;Élie;16
5;M;2014;Abishan;5
18;F;2018;Camélia;18
13;M;2014;Mouhamed;13
9;M;2015;Marley;9
5;M;2012;Anass;5
5;F;2017;Perle;5
33;M;2018;Emmanuel;33
11;F;2014;Alba;11
9;F;2018;Clarisse;9
25;M;2014;Nathanaël;25
11;M;2015;Marlon;11
28;M;2012;Anatole;28
103;M;2017;Rayan;103
37;M;2018;Ernest;37
12;F;2014;Alexia;12
14;F;2018;Coline;14
9;F;2014;Nawel;9
57;F;2015;Maya;57
6;F;2012;Angélina;6
5;M;2017;Salif;5
40;F;2018;Esther;40
21;F;2014;Aliyah;21
10;F;2018;Colombe;10
13;M;2014;Nelson;13
8;M;2015;Mylan;8
10;M;2012;Ari;10
5;F;2017;Saliha;5
100;M;2018;Ethan;100
18;M;2014;Amadou;18
18;F;2018;Eléonore;18
11;F;2014;Nelya;11
29;F;2015;Nora;29
25;F;2012;Asma;25
61;F;2017;Salomé;61
5;F;2018;Firdaws;5
21;F;2014;Andréa;33
5;F;2018;Elizabeth;5
66;M;2014;Nolan;66
10;F;2015;Ombeline;10
38;F;2012;Assia;38
9;F;2017;Shirel;9
26;F;2018;Hana;26
12;M;2014;Andy;12
5;M;2018;Eloan;5
20;M;2014;Ryan;20
20;F;2015;Oumou;20
56;F;2012;Ava;56
8;F;2017;Sira;8
76;F;2018;Héloïse;76
13;F;2014;Anissa;13
12;F;2018;Gabriela;12
5;F;2014;Taïna;5
18;F;2015;Rachel;18
5;F;2012;Aylin;5
45;F;2017;Sophie;45
21;F;2018;Ilyana;21
37;M;2014;Armand;37
42;M;2018;Georges;42
11;F;2014;Tal;11
134;F;2015;Rose;134
8;M;2012;Aymane;8
32;F;2017;Stella;32
48;M;2018;Ilyes;48
5;M;2014;Arthus;5
5;M;2018;Honoré;5
13;F;2014;Tessa;13
41;F;2015;Roxane;41
38;M;2012;Ayoub;38
5;F;2017;Swann;13
8;F;2018;Isabella;8
15;M;2014;Aurèle;15
30;M;2018;Idriss;30
10;M;2014;Thiago;10
19;M;2015;Sasha;19
15;M;2012;Benoît;15
7;F;2017;Syrine;7
8;M;2018;Isidore;8
5;F;2014;Aurélie;5
6;M;2018;Ilya;6
208;M;2014;Victor;208
5;M;2015;Shay;5
40;F;2012;Bérénice;40
110;M;2017;Thomas;110
14;F;2018;Izia;14
58;F;2014;Aya;58
31;M;2018;Jacques;31
36;F;2014;Violette;36
13;M;2015;Souleyman;13
5;M;2012;Bogdan;5
19;M;2017;Vincent;19
109;F;2018;Jade;109
15;M;2014;Ayden;15
9;M;2018;Jassim;9
5;M;2014;Yannick;5
11;F;2015;Vanessa;11
82;M;2012;Camille;82
5;M;2017;Warren;5
20;F;2018;Jenna;20
19;F;2014;Camélia;19
8;M;2018;Jibril;8
7;M;2014;Yannis;7
13;M;2015;Wael;13
75;F;2012;Capucine;75
5;M;2017;Will;5
8;M;2018;Jordan;8
35;M;2014;Charlie;35
6;F;2018;Joana;6
15;M;2014;Zacharie;15
5;M;2015;Waïl;5
9;F;2012;Chahinez;9
5;M;2017;Yannis;5
9;M;2018;Jude;9
9;M;2014;Cheick;9
15;M;2018;Julian;15
35;F;2014;Zélie;35
6;M;2015;Yannick;6
9;M;2012;Christian;9
7;M;2017;Yasser;7
119;M;2018;Jules;119
6;M;2014;Christ;6
23;F;2018;Justine;23
10;M;2015;Aboubakar;10
9;F;2015;Yousra;9
7;F;2012;Cléophée;7
8;M;2017;Zayd;8
12;M;2018;Lamine;12
5;F;2014;Christina;5
6;F;2018;Khadidja;6
7;M;2015;Aimé;7
6;F;2016;Abby;6
7;M;2012;Constant;7
5;F;2017;Zayneb;5
36;F;2018;Laura;36
18;M;2014;Dimitri;18
6;F;2018;Kyara;6
15;F;2015;Amandine;15
59;M;2016;Abel;59
79;M;2012;David;79
5;M;2017;Ziad;5
5;F;2018;Leia;5
33;F;2014;Eden;75
12;M;2018;Lazare;12
8;F;2015;Andrea;41
7;F;2016;Adja;7
5;M;2012;Edward;5
77;M;2018;Aaron;77
5;F;2018;Linoy;5
27;M;2014;Emile;27
8;F;2018;Lital;8
7;M;2015;Anes;7
9;M;2016;Aidan;9
43;F;2012;Elena;43
6;M;2018;Akram;6
19;M;2018;Lorenzo;19
24;M;2014;Ernest;24
8;F;2018;Lyana;8
9;F;2015;Annaëlle;9
6;M;2016;Alistair;6
5;M;2012;Éliot;5
47;F;2018;Alicia;47
19;F;2018;Louisa;19
9;F;2014;Ernestine;9
6;M;2018;Lyes;6
53;M;2015;Ayoub;53
7;M;2016;Aloys;7
12;F;2012;Élisa;12
10;F;2018;Alyah;10
148;M;2018;Lucas;148
5;M;2014;Éthan;5
12;F;2018;Lyne;12
10;F;2015;Baya;10
11;F;2016;Amandine;11
126;M;2012;Ethan;126
24;M;2018;Amaury;24
21;M;2018;Lyam;21
8;F;2014;Éva;8
17;F;2018;Maëlys;17
83;M;2015;Côme;83
9;F;2016;Angelina;9
119;F;2012;Eva;119
74;M;2018;Auguste;74
9;M;2018;Lysandre;9
6;M;2014;Evann;6
5;F;2018;Maha;5
10;F;2015;Dalya;10
5;F;2016;Annabelle;5
7;F;2012;Francesca;7
12;M;2018;Ayan;12
100;M;2018;Maël;100
6;F;2014;Eya;6
16;F;2018;Maïmouna;16
5;M;2015;Demba;5
10;F;2016;Anne;10
16;M;2012;François;16
9;M;2018;Calixte;9
5;F;2018;Maëlyne;5
33;M;2014;Georges;33
52;M;2018;Moussa;52
6;F;2015;Djeneba;6
5;M;2016;Arnaud;5
5;M;2012;Giacomo;5
17;M;2018;Cheick;17
17;M;2018;Mathéo;17
7;M;2014;Harry;7
32;F;2018;Myriam;32
32;F;2015;Eden;73
23;F;2016;Augustine;23
8;M;2012;Giovanni;8
22;F;2018;Chiara;22
68;M;2018;Naël;68
5;F;2014;Henriette;5
7;F;2018;Naïa;7
6;M;2015;Élias;6
7;M;2016;Aymane;7
30;M;2012;Guillaume;30
5;M;2018;Clovis;5
9;F;2018;Neïla;9
24;M;2014;Ibrahima;24
5;F;2018;Ophélie;5
17;M;2015;Elijah;17
10;F;2016;Baya;10
5;F;2012;Hind;5
5;M;2018;Elian;5
5;F;2018;Nelia;5
5;M;2014;Iliane;5
5;M;2018;Oren;5
44;F;2015;Elisa;44
21;F;2016;Bintou;21
17;F;2012;Hortense;17
36;M;2018;Elio;36
9;F;2018;Nell;9
17;M;2014;Ismaïl;17
6;M;2018;Orson;6
32;F;2015;Élise;32
5;F;2016;Candice;5
35;F;2012;Ines;35
7;M;2018;Éloi;7
28;F;2018;Nelya;28
5;M;2014;Jarod;5
5;M;2018;Pietro;5
27;F;2015;Eloïse;27
11;F;2016;Eléa;11
201;F;2012;Inès;201
12;F;2018;Éloïse;12
5;F;2018;Nicole;5
10;F;2014;Joanna;10
9;F;2018;Prune;9
6;F;2015;Emi;6
9;M;2016;Éloi;9
78;M;2012;Ismaël;78
11;M;2018;Elyes;11
21;M;2018;Ousmane;21
15;M;2014;Jonas;15
5;M;2018;Raoul;5
18;M;2015;Emile;18
5;F;2016;Elyana;5
11;F;2012;Isra;11
7;F;2018;Ema;7
5;M;2018;Philémon;5
5;M;2014;Joud;5
40;M;2018;Ruben;40
5;M;2015;Éthan;5
12;M;2016;Emil;12
8;M;2012;Joël;8
19;M;2018;Esteban;19
18;F;2018;Philippine;18
8;F;2014;Joy;8
5;F;2018;Sacha;147
140;F;2015;Eva;140
19;M;2016;Emile;19
7;M;2012;Johann;7
6;M;2018;Étienne;6
18;M;2018;Quentin;18
77;F;2014;Julia;77
140;F;2018;Sarah;140
8;F;2015;Félicie;8
31;M;2016;Emmanuel;31
9;F;2012;Lehna;9
6;M;2018;Eymen;6
12;F;2018;Safia;12
5;F;2014;Juliana;5
17;F;2018;Sienna;17
5;M;2015;Felix;5
6;F;2016;Esmée;6
8;M;2012;Lou;8
5;F;2018;Fatimata;5
12;F;2018;Salimata;12
13;F;2014;Lea;13
7;F;2018;Tahel;7
5;F;2015;Fiona;5
17;M;2016;Etienne;17
8;M;2012;Maceo;8
10;F;2018;Fleur;10
9;M;2018;Samba;9
7;M;2014;Levi;7
5;F;2018;Téa;5
6;M;2015;Firas;6
14;M;2016;Eugène;14
9;M;2012;Mahamadou;9
5;M;2018;Fodé;5
9;M;2018;Sandro;9
13;M;2014;Lior;13
16;F;2018;Théa;16
5;M;2015;Frédéric;5
17;F;2016;Éva;17
40;M;2012;Malo;40
16;M;2018;Gauthier;16
20;M;2018;Sasha;20
11;M;2014;Mahamadou;11
114;F;2018;Victoria;114
355;M;2015;Gabriel;355
6;M;2016;Fabio;6
23;F;2012;Maryam;23
8;F;2018;Helena;8
22;M;2018;Saul;22
47;M;2014;Mamadou;47
9;M;2018;Viktor;9
7;F;2015;Gloria;7
8;F;2016;Haya;8
60;M;2012;Matthieu;60
120;F;2018;Juliette;120
7;M;2018;Souleyman;7
26;F;2014;Manel;26
16;M;2018;Virgile;16
7;F;2015;Hajar;7
21;M;2016;Ilan;21
15;F;2012;Maud;15
7;F;2018;Liya;7
8;F;2018;Tiphaine;8
109;F;2014;Margaux;109
12;M;2018;Waël;12
6;M;2015;Idir;6
49;M;2016;Ilyes;49
42;M;2012;Mehdi;42
12;M;2018;Loïc;12
9;M;2018;Titouan;9
85;F;2014;Maya;85
5;M;2018;Yazen;5
5;M;2015;Imad;5
37;F;2016;Ines;37
6;F;2012;Mélia;6
7;M;2018;Luis;7
6;F;2018;Vanessa;6
15;F;2014;Maylis;15
29;M;2018;Younes;29
47;F;2015;Inaya;47
7;M;2016;Isaïah;7
5;F;2012;Mélusine;5
22;F;2018;Mahaut;22
10;M;2018;Wael;10
35;F;2014;Mélissa;35
180;M;2019;Paul;180
5;F;2015;Isée;5
12;F;2016;Israa;12
7;M;2012;Melvil;7
20;F;2018;Maïssa;20
40;M;2018;Wassim;40
7;F;2014;Nathalie;7
174;M;2019;Joseph;174
13;M;2015;Kevin;13
7;M;2016;Jack;7
9;F;2012;Meryl;9
6;F;2018;Malika;6
8;M;2018;Yahya;8
5;F;2014;Noah;121
119;F;2019;Sofia;119
9;F;2015;Khadidja;9
341;M;2012;Adam;341
65;M;2016;Jean;65
10;M;2012;Michaël;10
45;F;2018;Maria;45
67;F;2018;Yasmine;67
10;F;2014;Noor;10
114;F;2019;Victoria;114
5;F;2015;Lea;5
6;M;2012;Aïdan;6
8;M;2016;Josh;8
5;F;2012;Michelle;5
43;F;2018;Mariam;43
12;M;2018;Yohan;12
85;F;2014;Pauline;85
86;M;2019;Charles;86
69;F;2015;Léonie;69
6;F;2012;Aimée;6
11;M;2016;Lamine;11
7;M;2012;Mohamed-Amine;7
50;M;2018;Marin;50
292;M;2019;Adam;292
19;M;2014;Philippe;19
59;M;2019;Enzo;59
6;F;2015;Liel;6
45;F;2012;Aminata;45
5;M;2016;Laszlo;5
5;F;2012;Monica;5
17;M;2018;Matthieu;17
105;M;2019;Maxime;105
23;F;2014;Raphaëlle;23
55;M;2019;Sohan;55
6;F;2015;Lital;6
16;F;2012;Andréa;16
23;M;2016;Leo;23
31;M;2012;Nathanaël;31
5;F;2018;Mayane;5
104;M;2019;Samuel;104
20;M;2014;Rayane;20
52;M;2019;Benjamin;52
21;F;2015;Louna;21
13;M;2012;Andy;13
11;F;2016;Lia;11
5;M;2012;Philémon;5
8;F;2018;Melina;8
103;M;2019;Aaron;103
62;M;2014;Robin;62
45;M;2019;Solal;45
20;M;2015;Lyam;20
6;M;2012;Angel;6
5;F;2016;Maja;5
5;F;2012;Prisca;5
18;F;2018;Naëlle;18
100;M;2019;Marius;100
5;M;2014;Salem;5
44;M;2019;Alexis;44
74;M;2015;Maël;74
9;M;2012;Aron;9
5;F;2016;Mélodie;5
251;M;2012;Raphaël;251
15;F;2018;Naïla;15
99;M;2019;Basile;99
5;F;2014;Sydney;5
43;M;2019;Issa;43
5;M;2015;Malek;5
299;M;2012;Arthur;299
5;F;2016;Milena;5
9;F;2012;Rosa;9
5;M;2018;Nikita;5
74;M;2019;Naël;74
6;M;2014;Thierno;6
39;M;2019;Joshua;39
36;M;2015;Mamadou;36
5;F;2012;Ayah;5
12;F;2016;Mya;12
6;F;2012;Sally;6
119;F;2018;Nina;119
57;F;2019;Pia;57
7;M;2014;Vladimir;7
39;F;2019;Alya;39
14;F;2015;Mariama;14
12;M;2012;Aylan;12
19;F;2016;Nélia;19
6;F;2012;Shaïma;6
38;M;2018;Nino;38
54;M;2019;Moussa;54
10;M;2015;Aidan;10
35;M;2019;Zakaria;35
17;F;2015;Marion;17
20;M;2012;Aymen;20
12;M;2016;Olivier;12
11;F;2012;Tara;11
8;F;2018;Quitterie;8
40;M;2019;Ayoub;40
9;F;2015;Aimée;9
33;F;2019;Jana;33
43;F;2015;Maryam;43
5;M;2012;Bafodé;5
30;M;2016;Pablo;30
11;F;2012;Thelma;11
92;F;2018;Romane;92
36;M;2019;Edgar;36
5;M;2015;Aïssa;5
29;M;2019;Nils;29
6;F;2015;Mélanie;6
60;M;2012;Basile;60
5;M;2016;Philippe;5
21;M;2012;Tiago;21
133;M;2018;Samuel;133
33;F;2019;Thaïs;33
81;F;2015;Alix;89
28;F;2019;Noor;28
5;F;2015;Mélisande;5
29;F;2012;Clarisse;29
7;M;2016;Qassim;7
8;F;2012;Tiphaine;8
10;M;2018;Selyan;10
32;F;2019;Elise;32
18;F;2015;Aliyah;18
27;F;2019;Aliénor;27
132;F;2015;Mila;132
5;M;2012;Cyrus;5
6;F;2016;Ramata;6
7;M;2012;Wissem;7
27;F;2018;Sirine;27
30;M;2019;Djibril;30
15;M;2015;Ambroise;15
26;M;2019;Sami;26
8;M;2015;Nadir;8
7;F;2012;Darine;7
17;M;2016;Raphael;17
6;M;2012;Zakariya;6
23;M;2018;Stanislas;23
29;M;2019;Ezra;29
33;F;2015;Aminata;33
18;F;2019;Alyssa;18
16;M;2015;Rafaël;16
78;M;2012;Eliott;78
7;M;2019;Calixte;7
132;F;2016;Rose;132
5;M;2013;Abdelkader;5
6;M;2018;Tim;6
29;M;2019;Jayden;29
12;M;2015;Andréa;12
18;F;2019;Lyana;18
61;M;2015;Robin;61
73;F;2012;Elisa;73
7;M;2019;Tenzin;7
7;F;2016;Salimata;7
13;M;2013;Adrian;13
5;M;2018;Yoann;5
28;F;2019;Louna;28
12;M;2015;Angelo;12
17;M;2019;Darius;17
6;F;2015;Rokia;6
7;F;2012;Elizabeth;7
7;M;2019;Yassin;7
17;M;2016;Sandro;17
7;M;2013;Aïssa;7
6;M;2018;Younès;6
27;F;2019;Lara;27
6;F;2015;Armance;6
17;M;2019;Sandro;17
11;F;2015;Rosa;11
6;F;2012;Élodie;6
7;F;2019;Antonia;7
31;F;2016;Sasha;62
6;F;2013;Andrea;44
8;M;2018;Zachary;8
26;F;2019;Bintou;26
14;F;2015;Castille;14
16;M;2019;Lorenzo;16
6;F;2015;Sabrina;6
22;M;2012;Ernest;22
7;F;2019;Ashley;7
6;F;2016;Saskia;6
271;M;2013;Arthur;271
28;F;2018;Zélie;28
22;M;2019;Amaury;22
19;F;2015;Chiara;19
16;F;2019;Alexandra;16
13;M;2015;Samba;13
38;F;2012;Esther;38
7;F;2019;Candice;7
13;M;2016;Saul;13
38;F;2013;Assia;38
272;M;2019;Raphaël;272
22;F;2019;Bianca;22
12;F;2015;Clarisse;12
15;M;2019;Sam;15
31;F;2015;Thaïs;31
5;M;2012;Ethann;5
6;M;2019;Jérémy;6
6;F;2016;Tiphaine;6
13;F;2013;Astrid;13
113;M;2019;Noé;113
22;F;2019;Célestine;22
15;F;2015;Clotilde;15
15;F;2019;Nélya;15
16;F;2015;Théa;16
5;M;2012;Hélie;5
6;M;2019;Karl;6
44;M;2016;Wassim;44
7;F;2013;Aude;7
88;M;2019;Rayan;88
22;F;2019;Laura;22
7;M;2015;Dario;7
14;F;2019;Sirine;14
18;F;2015;Thelma;18
72;F;2012;Héloïse;72
6;F;2019;Cécile;6
8;M;2016;Zachary;8
14;F;2013;Augustine;14
85;M;2019;Eliott;85
21;M;2019;Matteo;21
9;F;2015;Elodie;9
13;M;2019;Bakary;13
71;M;2015;Théo;71
5;F;2012;Houda;5
6;F;2019;Djena;6
12;F;2016;Zahra;12
22;F;2013;Aurore;22
83;M;2019;Marceau;83
20;M;2019;Luka;20
11;M;2015;Éloi;11
13;M;2019;Orso;13
55;M;2015;Tom;55
8;F;2012;Ilana;8
6;F;2019;Domitille;6
6;M;2016;Zayd;6
15;M;2013;Aylan;15
67;M;2019;Achille;67
19;F;2019;Rita;19
8;M;2015;Emir;8
13;M;2019;Ryan;13
9;M;2015;Tony;9
19;F;2012;Irène;19
6;F;2019;Kadidja;6
8;M;2017;Abdallah;8
7;F;2013;Aylin;7
54;M;2019;Lucien;54
17;F;2019;Astrid;17
23;F;2015;Eugénie;23
12;M;2019;Lamine;12
20;F;2015;Valentina;20
12;M;2012;Ivan;12
6;F;2019;Loïs;6
10;F;2017;Ada;10
13;F;2013;Billie;13
54;F;2019;Sophia;54
17;F;2019;Clémentine;17
10;M;2015;Ewen;10
12;F;2019;Haya;12
5;F;2015;Valeria;5
12;M;2012;Iyed;12
6;F;2019;Niouma;6
8;F;2017;Adélie;8
5;M;2013;Cameron;5
46;F;2019;Fatima;46
15;M;2019;Gianni;15
7;M;2015;Gabriele;7
11;M;2019;Boubacar;11
9;M;2015;Warren;9
6;M;2012;Karamoko;6
6;F;2019;Perle;6
9;M;2017;Aiden;9
8;F;2013;Camila;8
45;F;2019;Éléonore;45
15;F;2019;Baya;15
11;M;2015;Gaëtan;11
11;M;2019;Iyed;11
36;M;2016;Ahmed;36
31;F;2012;Lana;31
6;F;2019;Solange;6
8;F;2017;Anaelle;8
15;F;2013;Carla;15
40;F;2019;Sophie;40
13;M;2019;Rafaël;13
14;M;2015;Gary;14
10;M;2019;Hedi;10
20;F;2016;Alba;20
42;M;2012;Lenny;42
5;M;2019;Anass;5
5;M;2017;Andrés;5
9;M;2013;Clarence;9
38;F;2019;Élise;38
13;F;2019;Amani;13
6;M;2015;George;6
10;M;2019;Livio;10
5;F;2016;Alyah;5
5;F;2012;Linda;5
5;M;2019;Ouriel;5
48;F;2017;Anouk;48
24;M;2013;Constantin;24
27;M;2019;Emile;27
13;F;2019;Fatou;13
31;M;2015;Georges;31
10;F;2019;Marnie;10
41;F;2016;Aminata;41
5;M;2012;Malcolm;5
5;F;2019;Ferima;5
5;F;2017;Ariana;5
5;M;2013;Cyril;5
26;M;2019;Abdoulaye;26
12;M;2019;Ian;12
9;F;2015;Hafsa;9
9;F;2019;Luce;9
53;F;2016;Anouk;53
44;F;2012;Mariam;44
5;F;2019;Samia;5
20;F;2017;Axelle;20
45;F;2013;Eléonore;45
26;M;2019;Soan;26
12;M;2019;Malick;12
46;M;2015;Henri;46
9;F;2019;Sacha;9
5;M;2016;Anselme;5
28;M;2012;Marin;28
246;M;2020;Louis;246
8;F;2017;Ayline;8
169;F;2013;Emma;169
25;F;2019;Ana;25
10;M;2019;Julian;10
12;F;2015;Isabelle;12
6;F;2020;Laya;6
5;F;2016;Appoline;5
34;M;2012;Mathias;34
139;M;2020;Lucas;139
7;F;2017;Azélie;7
23;M;2013;Ernest;23
24;M;2019;Amine;24
10;M;2019;Lior;10
5;F;2015;Jane;5
6;F;2020;Samira;6
8;M;2016;Aris;8
5;M;2012;Matthew;5
115;M;2020;Hugo;115
7;M;2017;Ben;7
6;M;2013;Farès;6
22;M;2019;Anton;22
10;F;2019;Carla;10
6;F;2015;Janna;6
5;M;2020;Amin;5
5;M;2016;Aron;5
18;F;2012;Mina;18
76;F;2020;Léonie;76
26;F;2017;Brune;26
6;F;2013;Fatimata;6
22;F;2019;Jannah;22
10;F;2019;Safia;10
8;M;2015;Jessim;8
5;M;2020;Hakim;5
247;M;2016;Arthur;247
5;M;2012;Moché;5
54;F;2020;Clémence;54
14;F;2017;Castille;14
11;F;2013;Flore;11
22;F;2019;Mariama;22
9;F;2019;Elyssa;9
8;M;2015;Johann;8
5;M;2020;Maurice;5
5;F;2016;Arwa;5
8;F;2012;Mya;8
54;F;2020;Margot;54
40;M;2017;César;40
17;M;2013;François;17
20;F;2019;Hélène;20
8;M;2019;Demba;8
31;M;2015;Julien;31
5;M;2020;Riyad;5
10;M;2016;Aydan;10
8;M;2012;Nahil;8
48;M;2020;Marin;48
19;F;2017;Coline;19
5;F;2013;Georgia;5
18;F;2019;Salma;18
8;F;2019;Azélie;8
149;F;2015;Juliette;149
5;F;2020;Aissatou;5
27;M;2016;Balthazar;27
9;M;2012;Nelson;9
47;M;2020;Ayoub;47
12;M;2017;Corentin;12
6;F;2013;Haby;6
16;M;2019;Gaël;16
8;F;2019;Kiara;8
7;M;2015;Kendrick;7
5;F;2020;Amal;5
82;M;2016;Basile;82
10;F;2012;Olga;10
45;M;2020;William;45
44;M;2017;Daniel;44
16;F;2013;Isra;16
16;M;2019;Nahil;16
7;M;2019;Éden;7
58;F;2015;Laura;58
5;F;2020;Éléna;5
6;M;2016;Cameron;6
5;M;2012;Prince;5
39;F;2020;Ellie;39
7;M;2017;Daouda;7
8;F;2013;Jennah;8
16;M;2019;Rayane;16
7;F;2019;Abigaïl;7
9;F;2015;Leïla;9
5;F;2020;Imani;5
9;F;2016;Cassandra;9
75;F;2012;Salomé;75
33;M;2020;Joachim;33
9;M;2017;Éden;9
10;F;2013;Jessica;10
16;F;2019;Asma;16
7;F;2019;Avril;7
6;F;2015;Leonor;6
5;F;2020;Sana;5
41;F;2016;Céleste;41
31;F;2012;Sirine;31
30;F;2020;Aliénor;30
5;F;2017;Éléna;5
106;F;2013;Joséphine;106
15;M;2019;Harry;15
7;F;2019;Béryl;7
6;F;2015;Loane;6
227;M;2021;Arthur;227
19;F;2016;Célia;19
14;M;2012;Soren;14
30;F;2020;Amina;30
7;M;2017;Eliel;7
15;F;2013;Judith;15
15;M;2019;Khalil;15
7;F;2019;Nada;7
47;F;2015;Lola;47
151;F;2021;Adèle;151
7;F;2016;Charlène;7
25;M;2012;Souleymane;25
