Nombre prénoms déclarés;Sexe;Annee;Prenoms;Nombre total cumule par annee
91;F;2013;Lucie;91
31;M;2014;Luca;31
7;M;2012;Yasser;7
13;F;2016;Eline;13
6;F;2018;Daria;6
7;F;2013;Lucille;7
42;F;2014;Madeleine;42
7;M;2012;Yoann;7
24;F;2016;Émilie;24
6;M;2018;Edmond;6
7;M;2013;Lukas;7
12;F;2014;Mariame;12
32;F;2012;Zélie;32
5;M;2016;Ephraïm;5
6;F;2018;Éline;6
5;M;2013;Lyes;5
10;M;2014;Matthias;10
57;M;2013;Abel;57
20;F;2016;Estelle;20
6;M;2018;Élio;6
75;F;2013;Marie;75
49;M;2014;Mehdi;49
5;M;2013;Abraham;5
46;F;2016;Fatima;46
13;M;2018;Elliott;13
9;F;2013;Marilou;9
10;F;2014;Meryem;10
11;F;2013;Aïssatou;11
61;F;2016;Fatoumata;61
5;F;2018;Erin;5
9;F;2013;Marine;9
5;F;2014;Myla;5
17;M;2013;Albert;17
8;M;2016;Giacomo;8
16;F;2018;Evy;16
21;M;2013;Matthias;21
5;M;2014;Nabil;5
38;F;2013;Aminata;38
6;F;2016;Haby;6
5;M;2018;Florent;5
29;M;2013;Max;29
5;F;2014;Naïa;5
5;F;2013;Anita;5
13;F;2016;Halima;13
14;M;2018;François;14
5;F;2013;Mayane;5
37;M;2014;Naïm;37
16;F;2013;Audrey;16
8;M;2016;Hamidou;8
9;M;2018;Gaston;9
42;M;2013;Moussa;42
12;F;2014;Nell;12
5;F;2013;Balkis;5
31;M;2016;Hamza;31
50;F;2018;Giulia;50
9;F;2013;Nada;9
5;F;2014;Olympia;5
89;M;2013;Baptiste;89
5;M;2016;Haron;5
8;F;2018;Héléna;8
46;M;2013;Nicolas;46
20;M;2014;Omar;20
17;F;2013;Camélia;17
55;M;2016;Hector;55
6;F;2018;Hind;6
5;F;2013;Nicole;5
10;M;2014;Oumar;10
5;F;2013;Cloé;5
10;F;2016;Jennah;10
13;M;2018;Ilan;13
19;F;2013;Oumou;19
18;M;2014;Pablo;18
5;M;2013;Cyriaque;5
12;M;2016;Joud;12
29;F;2018;Ines;29
16;M;2013;Raphael;16
6;M;2014;Richard;6
8;M;2013;Denis;8
27;F;2016;Justine;27
146;M;2018;Isaac;146
5;M;2013;Richard;5
26;M;2014;Roméo;26
10;F;2013;Domitille;10
7;F;2016;Kadidja;7
12;M;2018;Ismail;12
5;M;2013;Rodrigo;5
48;M;2014;Ruben;48
24;M;2013;Elio;24
10;M;2016;Kassim;10
55;M;2018;Issa;55
42;F;2013;Roxane;42
7;M;2014;Ryad;7
7;M;2013;Elliott;7
5;M;2016;Kays;5
16;F;2018;Jannah;16
10;M;2013;Sean;10
5;M;2014;Samba;5
60;F;2013;Elsa;60
129;M;2016;Liam;129
13;M;2018;Joud;13
8;F;2013;Séréna;8
6;F;2014;Samia;6
5;F;2013;Faith;5
6;M;2016;Lou;6
7;F;2018;Lalya;7
112;F;2013;Sofia;112
5;F;2014;Sandra;5
11;F;2013;Fanny;11
59;M;2016;Lucien;59
13;M;2018;Leonardo;13
9;F;2013;Vanessa;9
6;M;2014;Skander;6
6;F;2013;Fiona;6
22;F;2016;Mahaut;22
10;F;2018;Luce;10
6;M;2013;Wilson;6
17;M;2014;Sohan;17
8;M;2013;Gaël;8
5;F;2016;Maïwenn;5
6;F;2018;Marilou;6
34;M;2013;Younes;34
9;F;2014;Solange;9
50;M;2013;Hector;50
6;F;2016;Malia;6
5;M;2018;Matisse;5
42;M;2013;Youssef;42
23;M;2014;Souleymane;23
10;M;2013;Idris;10
11;M;2016;Maxim;11
6;M;2018;Maurice;6
9;F;2014;Amani;9
75;F;2014;Valentine;75
70;M;2013;Ismaël;70
11;M;2016;Milhan;11
102;M;2018;Maxime;102
15;M;2014;Bastien;15
18;M;2014;Walid;18
7;F;2013;Izia;7
6;M;2016;Mylan;6
6;F;2018;Olympia;6
11;F;2014;Castille;11
5;M;2014;Yaron;5
6;M;2013;Jed;6
9;F;2016;Nayla;9
11;F;2018;Pénélope;11
8;F;2014;Cléa;8
5;M;2014;Yohann;5
6;M;2013;Joey;6
6;F;2016;Olympia;6
11;F;2018;Philomène;11
21;F;2014;Clémentine;21
12;M;2014;Yossef;12
150;M;2013;Joseph;150
8;F;2016;Ophélie;8
34;F;2018;Pia;34
13;M;2014;Colin;13
6;F;2015;Adama;17
84;F;2013;Julia;84
7;M;2016;Oren;7
18;M;2018;Pio;18
11;M;2014;Dan;11
7;M;2015;Alessio;7
7;M;2013;Lamine;7
6;F;2016;Philippa;6
6;F;2018;Ritej;6
6;F;2014;Deva;6
10;M;2015;Alexander;10
12;F;2013;Laure;12
29;M;2016;Romain;29
8;F;2018;Roxanne;8
8;F;2014;Divine;8
15;F;2015;Alexia;15
10;M;2013;Leandro;10
6;M;2016;Sebastian;6
6;F;2018;Sabrina;6
5;M;2014;Éliott;5
12;F;2015;Alia;12
42;M;2013;Léonard;42
13;F;2016;Soumaya;13
142;M;2018;Sacha;142
49;F;2014;Elise;49
17;F;2015;Amira;17
12;F;2013;Lia;12
7;F;2016;Swann;24
5;M;2018;Sidy;5
6;F;2014;Elyssa;6
8;M;2015;Andreas;8
13;F;2013;Liora;13
8;M;2016;Téo;8
20;F;2018;Soline;20
7;M;2014;Emilio;7
87;F;2015;Apolline;87
23;F;2013;Liv;23
57;M;2016;Théo;57
30;M;2018;Souleymane;30
14;M;2014;Eric;14
9;F;2015;Ashley;9
277;M;2013;Louis;277
92;F;2016;Victoire;92
8;F;2018;Tesnim;8
5;M;2014;Ezio;5
8;F;2015;Audrey;8
7;F;2013;Luce;7
7;M;2016;Ziad;7
8;F;2018;Tess;8
21;F;2014;Fanta;21
5;F;2015;Aure;5
9;F;2013;Lylia;9
15;M;2017;Abdoul;15
7;F;2018;Tessa;7
6;M;2014;Gaétan;6
11;F;2015;Billie;11
5;F;2013;Maëlis;5
51;M;2017;Achille;51
11;F;2018;Théodora;11
8;M;2014;Giacomo;8
5;F;2015;Chelsea;5
5;M;2013;Manil;5
6;F;2017;Aisha;6
13;F;2018;Yara;13
6;M;2014;Giulian;6
6;F;2015;Clarence;18
13;F;2013;Marwa;13
9;M;2017;Alan;9
7;F;2018;Zahra;7
20;F;2014;Hannah;20
7;M;2015;Clovis;7
33;M;2013;Mathias;33
15;M;2017;Alix;15
111;F;2019;Mila;111
39;F;2014;Inaya;39
65;F;2015;Constance;65
6;M;2013;Maximilian;6
6;M;2017;Amaël;6
100;M;2019;Martin;100
7;M;2014;Ismail;7
9;F;2015;Coumba;9
41;F;2013;Mélissa;41
7;F;2017;Angela;7
97;M;2019;Camille;97
26;F;2014;Judith;26
10;M;2015;Dany;10
41;F;2013;Mia;41
10;F;2017;Antonia;10
96;F;2019;Lou;96
5;F;2014;Kendra;5
7;F;2015;Déborah;7
8;M;2013;Mickaël;8
8;M;2017;Aristide;8
87;F;2019;Ava;87
5;M;2014;Khaled;5
7;F;2015;Éléa;7
14;F;2013;Morgane;14
57;F;2017;Charlie;84
86;M;2019;Simon;86
6;F;2014;Layanah;6
11;F;2015;Emily;11
70;F;2013;Noémie;70
6;F;2017;Chayma;6
76;F;2019;Léonie;76
39;F;2014;Lise;39
11;M;2015;Ferdinand;11
17;M;2013;Ousmane;17
5;F;2017;Ciara;5
67;F;2019;Yasmine;67
21;F;2014;Louisa;21
5;M;2015;Florent;5
9;F;2013;Quitterie;9
8;M;2017;Colin;8
50;F;2019;Giulia;50
9;F;2014;Lylia;9
15;M;2015;Gaël;15
56;M;2013;Robin;56
7;M;2017;Constant;7
47;F;2019;Esther;47
29;F;2014;Lyna;29
9;F;2015;Gaia;9
12;M;2013;Saul;12
5;M;2017;Dani;5
46;M;2019;Ali;46
57;M;2014;Marceau;57
5;M;2015;Harold;5
11;F;2013;Shana;11
5;F;2017;Délya;5
46;M;2019;Ismael;46
136;M;2014;Martin;136
7;F;2015;Hiba;7
6;F;2013;Shyrel;6
5;F;2017;Dieynaba;5
37;M;2019;Anas;37
85;M;2014;Mathis;85
7;M;2019;Matis;7
8;M;2015;Idris;8
13;F;2013;Sidonie;13
6;M;2017;Eddy;6
35;M;2019;Émile;35
7;F;2014;Mélanie;7
7;M;2019;Ugo;7
6;F;2015;Ivy;6
6;M;2013;Stéphane;6
95;M;2017;Eliott;95
35;F;2019;Olympe;35
37;M;2014;Milan;37
7;F;2019;Aaliyah;7
33;M;2015;Joachim;33
11;M;2013;Swann;11
35;F;2017;Fatima;35
33;F;2019;Eden;33
35;M;2014;Moussa;35
7;F;2019;Adja;7
5;M;2015;Joël;5
6;M;2013;Thierry;6
7;F;2017;France;7
33;F;2019;Myriam;33
5;F;2014;Nadine;5
7;F;2019;Joana;7
5;M;2015;John;5
22;M;2013;Titouan;22
5;F;2017;Giuliana;5
27;M;2019;Zacharie;27
9;M;2014;Orso;9
7;F;2019;Zara;7
11;M;2015;Jordan;11
66;F;2013;Valentine;66
5;M;2017;Guilhem;5
26;M;2019;Oumar;26
8;F;2014;Paola;8
6;M;2019;Hédi;6
6;F;2020;Solveig;6
170;M;2015;Joseph;170
9;M;2013;Yannick;9
12;F;2017;Hanaé;12
25;F;2019;Kenza;25
6;M;2014;Paulin;6
6;M;2019;Kevin;6
5;M;2020;Eliel;5
7;M;2015;Josh;7
5;F;2013;Yosra;5
47;M;2017;Henri;47
25;F;2019;Zélie;25
13;F;2014;Rita;13
6;M;2019;Lazar;6
5;M;2020;Hélio;5
26;F;2015;Justine;26
7;F;2013;Yousra;7
163;F;2017;Inès;163
22;F;2019;Emna;22
6;F;2014;Salima;6
6;M;2019;Tyler;6
5;M;2020;Merlin;5
9;F;2015;Kadidia;9
7;F;2013;Ysé;7
5;M;2017;Ishak;5
22;F;2019;Maëlys;22
10;F;2014;Salimata;10
6;F;2019;Hiba;6
5;M;2020;Shaï;5
8;F;2015;Leila;8
5;F;2013;Yuna;5
5;F;2017;Janelle;5
21;M;2019;Gaston;21
70;F;2014;Salomé;70
6;F;2019;Liel;6
5;F;2020;Adeline;5
7;F;2015;Léonor;7
6;M;2013;Zackary;6
13;M;2017;Kamil;13
21;F;2019;Léonore;21
176;F;2014;Sarah;176
6;F;2019;Tal;6
5;F;2020;Alessia;5
5;F;2015;Lilly;5
18;F;2014;Aicha;18
23;F;2017;Khadija;23
18;M;2019;Naor;18
5;F;2014;Serena;5
5;M;2019;Christian;5
5;F;2020;Élisabeth;5
15;M;2015;Lino;15
6;F;2014;Aimée;6
5;M;2017;Leon;5
18;M;2019;Souleyman;18
15;F;2014;Sibylle;15
5;M;2019;Eyad;5
5;F;2020;Enora;5
12;M;2015;Lior;12
15;M;2014;Aksil;15
14;F;2017;Lia;14
18;F;2019;Sibylle;18
44;M;2014;Solal;44
5;M;2019;Saïd;5
5;F;2020;Hiba;5
44;F;2015;Lise;44
80;M;2014;Alexis;80
8;F;2017;Lilou;8
17;M;2019;Zayn;17
44;F;2014;Stella;44
5;M;2019;Salif;5
5;F;2020;Kali;5
21;M;2015;Luka;21
5;M;2014;Amara;5
6;F;2017;Liza;6
17;F;2019;Camélia;17
8;M;2014;Swann;8
5;M;2019;Skander;5
5;F;2020;Téa;5
49;F;2015;Mariam;49
9;F;2014;Anne;9
11;M;2017;Loïc;11
17;F;2019;Sienna;17
7;F;2014;Thelma;7
5;F;2019;Frida;5
155;M;2021;Victor;155
9;F;2015;Marina;9
8;F;2019;Lucia;8
126;M;2014;Antoine;126
9;M;2017;Malick;9
17;F;2019;Sixtine;17
7;M;2014;Tidiane;7
5;F;2019;Inés;5
98;M;2021;Maël;98
34;M;2015;Mathéo;34
7;M;2019;Nathaniel;7
37;M;2014;Antonin;37
8;F;2017;Mariame;8
16;M;2019;Isaïah;16
11;F;2014;Tina;11
5;F;2019;Koumba;5
89;M;2021;Timothée;89
84;F;2015;Mathilde;84
7;M;2019;Theodore;7
6;F;2014;Auriane;6
6;M;2017;Merlin;6
16;M;2019;Romain;16
11;F;2014;Ysé;11
5;F;2019;Léone;5
75;F;2021;Alba;75
18;M;2015;Max;18
7;F;2019;Alexia;7
20;F;2014;Aurore;20
10;F;2017;Myla;10
15;F;2019;Emy;15
7;F;2014;Zohra;7
5;F;2019;Leya;5
68;M;2021;Mathis;68
5;M;2015;Michael;5
7;F;2019;Alycia;7
7;F;2014;Ayline;7
7;F;2017;Naïa;7
15;F;2019;Soline;15
20;M;2015;Aksel;20
5;F;2019;Méline;5
64;F;2021;Noa;64
9;F;2015;Michelle;9
7;F;2019;Marina;7
8;M;2014;Ben;8
13;F;2017;Neïla;13
14;F;2019;Cléa;14
5;M;2015;Albéric;5
5;F;2019;Mélya;5
64;M;2021;Yanis;64
7;M;2015;Muhammad;7
6;M;2019;Kenzi;6
5;F;2014;Bonnie;5
10;F;2017;Ora;10
13;F;2019;Anya;13
14;M;2015;Albert;14
5;F;2019;Nalya;5
61;M;2021;Maxence;61
94;M;2015;Nathan;94
6;F;2019;Abigaël;6
7;M;2014;Bradley;7
5;F;2017;Purity;5
12;M;2019;Eugène;12
42;M;2015;Amine;42
5;F;2019;Nelly;5
59;F;2021;Anaïs;59
8;M;2015;Nathanael;8
6;F;2019;Alexie;6
8;F;2014;Catherine;8
144;F;2017;Rose;144
12;M;2019;Marlon;12
6;M;2015;Ange;6
5;F;2019;Ruth;5
43;F;2021;Capucine;43
7;M;2015;Niels;7
6;F;2019;Joanna;6
37;F;2014;Chiara;37
159;F;2017;Sarah;159
12;F;2019;Eléa;12
16;F;2015;Aurore;16
158;M;2020;Paul;158
38;F;2021;Sophia;38
27;F;2015;Paloma;27
5;M;2019;Abderrahmane;5
42;M;2014;Eden;42
5;M;2017;Sékou;5
11;M;2019;Naïl;11
7;F;2015;Ayline;7
105;F;2020;Ella;105
24;F;2021;Assya;24
6;M;2015;Philémon;6
5;M;2019;Alan;5
6;M;2014;El;6
5;F;2017;Tehila;5
11;F;2019;Paula;11
23;F;2015;Bianca;23
101;F;2020;Margaux;101
24;F;2021;Coline;24
16;F;2015;Rania;16
5;M;2019;Azad;5
6;F;2014;Éléa;6
5;M;2017;Thibaut;5
10;M;2019;Maximilien;10
22;M;2015;Bilal;22
97;F;2020;Iris;97
22;F;2021;Georgia;22
5;F;2015;Safa;5
5;M;2019;Viggo;5
6;M;2014;Elhadj;6
7;F;2017;Tiana;7
9;F;2019;Lydia;9
6;M;2015;Bilel;6
84;F;2020;Zoé;84
21;M;2021;Noham;21
6;F;2015;Salimata;6
5;F;2019;Annabelle;5
5;M;2014;Enguerrand;5
15;M;2017;Timothé;15
6;M;2015;Cameron;6
74;M;2020;Charles;74
19;M;2021;Aurélien;19
8;M;2015;Selyan;8
5;F;2019;Lylia;5
18;F;2014;Eve;18
6;M;2017;Vasco;6
6;F;2015;Cassandra;6
63;F;2020;Apolline;63
19;M;2021;Mateo;19
5;M;2015;Sixte;5
143;F;2020;Emma;143
15;F;2014;Farah;15
15;F;2017;Yuna;15
18;F;2015;Cassandre;18
51;M;2020;Aylan;51
18;F;2021;Helena;18
137;F;2015;Sofia;137
119;F;2020;Inès;119
14;F;2014;Flore;14
5;M;2018;Aden;5
27;F;2015;Célia;27
48;M;2020;David;48
18;F;2021;Mariama;18
38;M;2015;Solal;38
108;F;2020;Nina;108
12;F;2014;Grace;12
30;F;2018;Albane;30
82;M;2015;Charles;82
46;F;2020;Marie;46
18;M;2021;Yacine;18
33;F;2015;Stella;33
106;F;2020;Victoria;106
20;F;2014;Hélène;20
7;M;2018;Alpha;7
10;M;2015;Christ;10
37;M;2020;Ilyes;37
17;M;2021;Édouard;17
10;F;2015;Tahel;10
103;M;2020;Maxime;103
5;F;2014;Hidaya;5
9;M;2018;Amar;9
12;M;2015;Clarence;12
30;M;2020;Mathéo;30
16;M;2021;Camil;16
7;F;2016;Aïssatou;7
76;M;2020;Valentin;76
211;F;2014;Inès;211
5;F;2018;Anais;5
19;F;2015;Coline;19
29;M;2020;Hamza;29
16;M;2021;Darius;16
6;M;2016;Alix;6
64;F;2020;Aya;64
5;F;2014;Isabella;5
11;F;2018;Andrea;61
8;M;2015;Elouan;8
29;F;2020;Jasmine;29
16;M;2021;Emilio;16
19;F;2016;Ariane;19
59;M;2020;Ayden;59
5;M;2014;Ishaq;5
20;F;2018;Ariane;20
9;F;2015;Ema;9
26;M;2020;Jacques;26
16;M;2021;Idris;16
10;F;2016;Assa;10
45;F;2020;Garance;45
5;M;2014;Jamal;5
6;F;2018;Ayah;6
12;F;2015;Emna;12
25;F;2020;Judith;25
15;M;2021;Timéo;15
13;M;2016;Aubin;13
43;M;2020;Henri;43
14;M;2014;Jérémie;14
153;F;2018;Charlotte;153
6;F;2015;Eulalie;6
24;F;2020;Cléo;24
13;F;2021;Hanaé;13
9;M;2016;Ayman;9
41;M;2020;Issa;41
9;M;2014;Jimmy;9
6;M;2018;Charly;6
9;F;2015;Fatimata;9
24;F;2020;Talia;24
13;F;2021;Kamila;13
5;M;2016;Baudouin;5
38;F;2020;Elena;38
11;F;2014;Johanna;11
25;M;2018;Corentin;25
5;F;2015;Firdaws;5
23;M;2020;Adem;23
13;M;2021;Ivan;13
5;M;2016;Bruno;5
32;M;2020;Emmanuel;32
8;M;2014;Jonathan;8
7;M;2018;Dario;7
14;F;2015;Fleur;14
23;F;2020;Oumou;23
12;F;2021;Athénaïs;12
16;F;2016;Carmen;16
30;M;2020;Sasha;30
133;F;2014;Léa;133
14;F;2018;Eléa;14
165;M;2015;Gaspard;165
20;M;2020;Hadrien;20
12;F;2021;Éloïse;12
58;M;2016;Elias;58
28;M;2020;Balthazar;28
17;M;2014;Leo;17
5;F;2018;Éléanore;5
5;F;2015;Gina;5
20;F;2020;Laura;20
12;M;2021;Aviel;12
13;M;2016;Élie;13
26;M;2020;Nicolas;26
8;F;2014;Liya;8
5;M;2018;Eli;5
50;F;2015;Giulia;50
19;F;2020;Tara;19
12;M;2021;Elyas;12
14;M;2016;Elijah;14
26;F;2020;Sixtine;26
6;M;2014;Louison;6
5;F;2018;Élisabeth;5
7;F;2015;Héléna;7
18;M;2020;Adel;18
11;F;2021;Grace;11
15;F;2016;Éloïse;15
23;M;2020;Loup;23
60;M;2014;Lucien;60
37;F;2018;Élise;37
11;M;2015;Ishaq;11
18;M;2020;Leo;18
11;F;2021;Thalia;11
6;M;2016;Emir;6
22;F;2020;Adélaïde;22
9;F;2014;Ludivine;9
16;F;2018;Emmy;16
84;M;2015;Ismaël;84
18;F;2020;Mahault;18
10;F;2021;Dahlia;10
24;M;2016;Esteban;24
19;M;2020;Leonardo;19
20;F;2014;Mahaut;20
7;M;2018;Eyden;7
5;M;2015;Ismail;5
18;F;2020;Mélina;18
10;F;2021;Malak;10
47;M;2016;Evan;47
19;F;2020;Flora;19
29;M;2014;Malo;29
28;F;2018;Fatima;28
12;M;2015;Jacob;12
18;F;2020;Pauline;18
9;F;2021;Amira;9
5;M;2016;Haï;5
18;M;2020;Sami;18
118;F;2014;Manon;118
70;M;2018;Félix;70
13;F;2015;Jennah;13
17;M;2020;Isaiah;17
9;F;2021;Hiba;9
87;F;2016;Héloïse;87
18;F;2020;Célestine;18
25;F;2014;Marion;25
30;M;2018;Hadrien;30
8;M;2015;Juan;8
16;F;2020;Camélia;16
9;F;2021;Nélya;9
23;F;2016;Hortense;23
18;F;2020;Rebecca;18
17;F;2014;Marwa;17
9;M;2018;Hélios;9
24;F;2015;Judith;24
15;M;2020;Gianni;15
9;M;2021;Yazid;9
20;M;2016;Ilyan;20
17;M;2020;Bakary;17
25;M;2014;Maximilien;25
93;M;2018;Ismaël;93
34;M;2015;Kylian;34
15;M;2020;Hayden;15
8;F;2021;Domitille;8
13;M;2016;Ivan;13
17;M;2020;Eliot;17
11;M;2014;Milhan;11
7;M;2018;Jalil;7
6;M;2015;Ladji;6
15;F;2020;Lehna;15
8;F;2021;Ethel;8
19;M;2016;Iyad;19
17;F;2020;Lyana;17
27;M;2014;Nassim;27
187;F;2018;Jeanne;187
29;F;2015;Lana;29
14;M;2020;Elyas;14
8;M;2021;Eyal;8
8;F;2016;Izia;8
15;M;2020;Hippolyte;15
5;M;2014;Nathanael;5
19;M;2018;Julien;19
13;M;2015;Lassana;13
13;M;2020;Célestin;13
8;M;2021;Karim;8
20;M;2016;Jad;20
14;M;2020;Ilian;14
11;F;2014;Nesrine;11
6;M;2018;Karl;6
36;M;2015;Lenny;36
13;M;2020;Mahdi;13
7;F;2021;Agnès;7
32;M;2016;James;32
13;M;2020;Ismail;13
41;M;2014;Nicolas;41
8;M;2018;Kassim;8
7;M;2015;Leon;7
13;F;2020;Pénélope;13
7;F;2021;Salimata;7
16;M;2016;Jonathan;16
13;M;2020;Khalil;13
55;F;2014;Noémie;55
16;F;2018;Kenza;16
15;M;2015;Loïc;15
12;M;2020;Alix;12
7;F;2021;Shira;7
19;M;2016;Kenzo;19
11;M;2020;Calixte;11
13;M;2014;Oren;13
17;F;2018;Khadija;17
10;M;2015;Lou;10
12;F;2020;Eléa;12
7;M;2021;Ahmad;7
11;F;2016;Khadidja;11
11;F;2020;Lydia;11
7;F;2014;Sabrina;7
5;M;2018;Léandro;5
99;F;2015;Lucie;99
12;F;2020;Estelle;12
7;M;2021;Jessim;7
11;F;2016;Lahna;11
11;F;2020;Nelia;11
146;M;2014;Sacha;146
62;F;2018;Léna;62
39;F;2015;Maëlys;39
11;F;2020;Assil;11
7;M;2021;Thiago;7
5;M;2016;Lazar;5
10;M;2020;Aboubakar;10
7;F;2014;Safiatou;7
5;M;2018;Leyth;5
7;F;2015;Malia;7
11;F;2020;Dana;11
7;M;2021;Yannis;7
6;M;2016;Lewis;6
10;M;2020;Ilyès;10
10;M;2014;Saïd;10
34;F;2018;Lily;34
5;M;2015;Marvin;5
10;M;2020;Dan;10
6;F;2021;Alima;6
23;F;2016;Lilya;23
10;F;2020;Rosa;10
7;M;2014;Selim;7
14;F;2018;Liora;14
78;M;2015;Mathis;78
10;F;2020;Colombe;10
6;F;2021;Eliza;6
16;M;2016;Loïc;16
10;F;2020;Yael;10
9;F;2014;Shirel;9
226;F;2018;Louise;226
10;M;2015;Mattéo;10
9;M;2020;Eyal;9
6;F;2021;Perrine;6
29;F;2016;Luna;29
9;F;2020;Agnès;9
6;F;2014;Simone;6
27;F;2018;Lyna;27
12;F;2015;Mayar;12
9;F;2020;Lucia;9
6;M;2021;Abdullah;6
6;F;2016;Lyana;6
9;F;2020;Clotilde;9
10;M;2014;Tancrède;10
12;F;2018;Mélia;12
9;F;2015;Mélia;9
9;F;2020;Maé;9
6;M;2021;Arthus;6
10;M;2016;Mahamadou;10
9;F;2020;Eliana;9
5;M;2014;Téo;5
21;F;2018;Mya;21
10;F;2015;Meriem;10
9;F;2020;Tahel;9
6;M;2021;Elian;6
6;M;2016;Mahdi;6
9;F;2020;May;9
47;F;2014;Thaïs;47
17;M;2018;Nahel;17
19;F;2015;Naomie;19
9;F;2020;Yara;9
6;M;2021;Jérémie;6
13;M;2016;Mahé;13
9;F;2020;Nayla;9
8;F;2014;Viviane;8
20;F;2018;Ninon;20
21;F;2015;Nélia;21
8;M;2020;Lewis;8
6;M;2021;Riyad;6
29;F;2016;Manel;29
9;F;2020;Safia;9
27;M;2014;Yacine;27
6;F;2018;Noélie;6
7;F;2015;Olga;7
8;M;2020;Yacine;8
5;F;2021;Djelika;5
13;F;2016;Marguerite;13
8;M;2020;Luc;8
100;F;2014;Yasmine;100
20;F;2018;Norah;20
6;M;2015;Pharell;6
8;F;2020;Leyla;8
5;F;2021;Léah;5
21;M;2016;Mathéo;21
8;M;2020;Nour;8
6;F;2014;Yuna;6
9;F;2018;Olga;9
5;F;2015;Ramata;5
7;M;2020;Youcef;7
5;F;2021;Morgane;5
27;M;2016;Matteo;27
7;M;2020;Emir;7
5;M;2015;Abdel;5
5;F;2018;Oriane;5
5;F;2015;Ritaj;5
7;F;2020;Ariana;7
5;F;2021;Ruby;5
157;M;2016;Maxime;157
7;M;2020;Matis;7
9;M;2015;Abraham;9
6;M;2018;Pierre-Louis;6
16;M;2015;Ryan;16
7;F;2020;Avril;7
5;F;2021;Sohane;5
24;F;2016;Mélina;24
7;F;2020;Kady;7
88;M;2015;Adrien;88
6;M;2018;Racim;6
17;M;2015;Sami;17
7;F;2020;Baya;7
5;M;2021;Boubou;5
6;F;2016;Melody;6
7;F;2020;Melina;7
9;F;2015;Agnès;9
5;F;2018;Rime;5
6;M;2015;Steven;6
7;F;2020;Maddalena;7
5;M;2021;Honoré;5
10;M;2016;Mohamed-Amine;10
6;M;2020;Alessandro;6
10;F;2015;Aïsha;10
46;M;2018;Robin;46
79;F;2015;Suzanne;79
7;F;2020;Milena;7
8;F;2019;Basma;8
14;F;2016;Mona;14
6;F;2020;Cléophée;6
5;F;2015;Aïssa;10
17;M;2018;Romain;17
58;M;2015;Théodore;58
7;F;2020;Sanaa;7
8;F;2019;Miral;8
5;F;2016;Nada;5
6;F;2020;Djamila;6
9;M;2015;Aksil;9
5;F;2018;Saly;5
27;M;2015;Théophile;27
6;M;2020;Chahine;6
8;F;2019;Swann;8
101;F;2016;Nina;101
6;F;2020;Hind;6
21;F;2015;Aline;21
8;F;2018;Sira;8
20;M;2015;Tiago;20
6;M;2020;Mickaël;6
7;M;2019;George;7
33;F;2016;Nora;33
6;F;2020;Ida;6
11;F;2015;Alyssa;11
7;F;2018;Solène;7
6;M;2015;Tim;6
6;M;2020;Yanni;6
7;F;2019;Éline;7
6;F;2016;Noura;6
5;F;2015;Amani;5
36;F;2018;Thaïs;36
32;M;2015;Wassim;32
6;F;2020;Aisha;6
6;M;2019;Alessio;6
8;F;2016;Philomène;8
9;M;2015;Andrew;9
7;M;2018;Vasco;7
65;F;2015;Yasmine;65
6;F;2020;Ange;6
5;M;2019;Adonis;5
5;M;2016;Ramy;5
24;M;2015;Anis;24
26;M;2018;Yassine;26
10;F;2015;Ysée;10
6;F;2020;Catherine;6
5;M;2019;Artur;5
5;M;2016;Raoul;5
160;F;2015;Anna;160
10;F;2018;Zaynab;10
6;M;2016;Aïden;6
6;F;2020;Élina;6
5;F;2019;Ayleen;5
46;F;2016;Roxane;46
5;M;2015;Babacar;5
152;F;2019;Alma;152
17;M;2016;Aksel;17
6;F;2020;Gina;6
5;F;2019;Aylin;5
8;F;2016;Sabrina;8
84;M;2015;Basile;84
141;M;2019;Lucas;141
26;F;2016;Albane;26
5;M;2020;Alpha;5
5;F;2019;Erika;5
138;M;2016;Sacha;138
5;F;2015;Cléa;5
114;M;2019;Liam;114
29;F;2016;Aliya;29
5;M;2020;Dante;5
5;F;2019;Hope;5
52;F;2016;Salomé;52
89;F;2015;Clémence;89
105;M;2019;Auguste;105
14;M;2016;Amadou;14
5;M;2020;Jérémy;5
5;F;2019;Ilina;5
40;M;2016;Samy;40
5;F;2015;Clothilde;5
87;F;2019;Camille;87
9;F;2016;Anaé;9
5;M;2020;Jude;5
5;F;2019;Keren;5
8;M;2016;Selyan;8
5;M;2015;Edmond;5
78;M;2019;Léonard;78
22;F;2016;Anastasia;22
5;M;2020;Mohamed-Lamine;5
114;M;2020;Jules;114
10;F;2016;Solveig;10
42;F;2015;Ella;42
65;F;2019;Inaya;65
30;M;2016;Andrea;30
5;M;2020;Zack;5
102;M;2020;Samuel;102
5;F;2016;Soukaïna;5
33;F;2015;Emilie;33
61;M;2019;David;61
7;M;2016;Andy;7
5;F;2020;Asmaa;5
98;M;2020;Oscar;98
7;M;2016;Soulayman;7
33;M;2015;Emmanuel;33
60;F;2019;Garance;60
38;M;2016;Anton;38
5;F;2020;Beya;5
83;F;2020;Ava;83
33;M;2016;Stanislas;33
20;F;2015;Emy;20
58;M;2019;Marin;58
5;M;2016;Antonio;5
5;F;2020;Bonnie;5
57;M;2020;Ali;57
5;F;2016;Tasnim;5
